Time(s),Pressure,Temperature,inH2O to Pa,Pa to m/s,m/s to mph
57.735,0.04,39.71,0.0099536,3.974841516,8.891481981
57.775,0.05,39.71,0.012442,4.444007915,9.940979066
57.815,0.04,39.71,0.0099536,3.974841516,8.891481981
57.854,0.04,39.71,0.0099536,3.974841516,8.891481981
57.894,0.05,39.71,0.012442,4.444007915,9.940979066
57.933,0.04,39.71,0.0099536,3.974841516,8.891481981
57.973,0.03,39.71,0.0074652,3.442313729,7.700249273
58.013,0.03,39.71,0.0074652,3.442313729,7.700249273
58.053,0.04,39.71,0.0099536,3.974841516,8.891481981
58.093,0.03,39.71,0.0074652,3.442313729,7.700249273
58.133,0.03,39.71,0.0074652,3.442313729,7.700249273
58.173,0.03,39.71,0.0074652,3.442313729,7.700249273
58.212,0.03,39.71,0.0074652,3.442313729,7.700249273
58.252,0.02,39.71,0.0049768,2.81063739,6.287227204
58.292,0.02,39.71,0.0049768,2.81063739,6.287227204
58.332,0.03,39.71,0.0074652,3.442313729,7.700249273
58.372,0.03,39.71,0.0074652,3.442313729,7.700249273
58.412,0.03,39.71,0.0074652,3.442313729,7.700249273
58.451,0.03,39.71,0.0074652,3.442313729,7.700249273
58.491,0.02,39.71,0.0049768,2.81063739,6.287227204
58.53,0.02,39.71,0.0049768,2.81063739,6.287227204
58.57,0.02,39.71,0.0049768,2.81063739,6.287227204
58.61,0.02,39.71,0.0049768,2.81063739,6.287227204
58.65,0.02,39.71,0.0049768,2.81063739,6.287227204
58.69,0.02,39.71,0.0049768,2.81063739,6.287227204
58.73,0.02,39.71,0.0049768,2.81063739,6.287227204
58.769,0.02,39.71,0.0049768,2.81063739,6.287227204
58.809,0.02,39.71,0.0049768,2.81063739,6.287227204
58.854,0.02,39.71,0.0049768,2.81063739,6.287227204
58.894,0.02,39.71,0.0049768,2.81063739,6.287227204
58.934,0.02,39.71,0.0049768,2.81063739,6.287227204
58.974,0.02,39.71,0.0049768,2.81063739,6.287227204
59.014,0.03,39.71,0.0074652,3.442313729,7.700249273
59.054,0.02,39.71,0.0049768,2.81063739,6.287227204
59.092,0.02,39.71,0.0049768,2.81063739,6.287227204
59.132,0.02,39.71,0.0049768,2.81063739,6.287227204
59.172,0.02,39.71,0.0049768,2.81063739,6.287227204
59.212,0.02,39.71,0.0049768,2.81063739,6.287227204
59.252,0.02,39.71,0.0049768,2.81063739,6.287227204
59.291,0.02,39.71,0.0049768,2.81063739,6.287227204
59.331,0.02,39.71,0.0049768,2.81063739,6.287227204
59.371,0.02,39.71,0.0049768,2.81063739,6.287227204
59.411,0.02,39.71,0.0049768,2.81063739,6.287227204
59.451,0.02,39.71,0.0049768,2.81063739,6.287227204
59.491,0.01,39.71,0.0024884,1.987420758,4.445740991
59.53,0.01,39.71,0.0024884,1.987420758,4.445740991
59.57,0.02,39.71,0.0049768,2.81063739,6.287227204
59.61,0.02,39.71,0.0049768,2.81063739,6.287227204
59.65,0.02,39.71,0.0049768,2.81063739,6.287227204
59.689,0.02,39.71,0.0049768,2.81063739,6.287227204
59.728,0.01,39.71,0.0024884,1.987420758,4.445740991
59.768,0.02,39.71,0.0049768,2.81063739,6.287227204
59.808,0.01,39.71,0.0024884,1.987420758,4.445740991
59.848,0.01,39.71,0.0024884,1.987420758,4.445740991
59.888,0.01,39.71,0.0024884,1.987420758,4.445740991
59.928,0.02,39.71,0.0049768,2.81063739,6.287227204
59.967,0.02,39.71,0.0049768,2.81063739,6.287227204
60.007,0.02,39.71,0.0049768,2.81063739,6.287227204
60.051,0.02,39.71,0.0049768,2.81063739,6.287227204
60.091,0.02,39.71,0.0049768,2.81063739,6.287227204
60.131,0.01,39.71,0.0024884,1.987420758,4.445740991
60.171,0.01,39.71,0.0024884,1.987420758,4.445740991
60.211,0.02,39.71,0.0049768,2.81063739,6.287227204
60.251,0.02,39.71,0.0049768,2.81063739,6.287227204
60.29,0.02,39.71,0.0049768,2.81063739,6.287227204
60.329,0.02,39.71,0.0049768,2.81063739,6.287227204
60.369,0.01,39.71,0.0024884,1.987420758,4.445740991
60.409,0.02,39.71,0.0049768,2.81063739,6.287227204
60.449,0.01,39.71,0.0024884,1.987420758,4.445740991
60.489,0.01,39.71,0.0024884,1.987420758,4.445740991
60.529,0.02,39.71,0.0049768,2.81063739,6.287227204
60.568,0.01,39.71,0.0024884,1.987420758,4.445740991
60.608,0.01,39.71,0.0024884,1.987420758,4.445740991
60.648,0.02,39.71,0.0049768,2.81063739,6.287227204
60.688,0.02,39.71,0.0049768,2.81063739,6.287227204
60.728,0.02,39.71,0.0049768,2.81063739,6.287227204
60.768,0.02,39.71,0.0049768,2.81063739,6.287227204
60.808,0.02,39.71,0.0049768,2.81063739,6.287227204
60.847,0.01,39.71,0.0024884,1.987420758,4.445740991
60.887,0.02,39.71,0.0049768,2.81063739,6.287227204
60.926,0.02,39.71,0.0049768,2.81063739,6.287227204
60.966,0.02,39.71,0.0049768,2.81063739,6.287227204
61.006,0.02,39.71,0.0049768,2.81063739,6.287227204
61.046,0.02,39.71,0.0049768,2.81063739,6.287227204
61.086,0.02,39.71,0.0049768,2.81063739,6.287227204
61.125,0.02,39.71,0.0049768,2.81063739,6.287227204
61.165,0.02,39.71,0.0049768,2.81063739,6.287227204
61.206,0.02,39.71,0.0049768,2.81063739,6.287227204
61.262,0.02,39.71,0.0049768,2.81063739,6.287227204
61.302,0.02,39.71,0.0049768,2.81063739,6.287227204
61.342,0.02,39.71,0.0049768,2.81063739,6.287227204
61.382,0.02,39.71,0.0049768,2.81063739,6.287227204
61.422,0.02,39.71,0.0049768,2.81063739,6.287227204
61.462,0.02,39.71,0.0049768,2.81063739,6.287227204
61.502,0.02,39.71,0.0049768,2.81063739,6.287227204
61.542,0.02,39.71,0.0049768,2.81063739,6.287227204
61.582,0.02,39.71,0.0049768,2.81063739,6.287227204
61.621,0.03,39.71,0.0074652,3.442313729,7.700249273
61.661,0.03,39.71,0.0074652,3.442313729,7.700249273
61.701,0.02,39.71,0.0049768,2.81063739,6.287227204
61.741,0.02,39.71,0.0049768,2.81063739,6.287227204
61.78,0.02,39.71,0.0049768,2.81063739,6.287227204
61.82,0.02,39.71,0.0049768,2.81063739,6.287227204
61.86,0.03,39.71,0.0074652,3.442313729,7.700249273
61.9,0.02,39.71,0.0049768,2.81063739,6.287227204
61.939,0.02,39.71,0.0049768,2.81063739,6.287227204
61.979,0.02,39.71,0.0049768,2.81063739,6.287227204
62.019,0.03,39.71,0.0074652,3.442313729,7.700249273
62.059,0.03,39.71,0.0074652,3.442313729,7.700249273
62.099,0.02,39.71,0.0049768,2.81063739,6.287227204
62.139,0.02,39.71,0.0049768,2.81063739,6.287227204
62.178,0.02,39.71,0.0049768,2.81063739,6.287227204
62.218,0.02,39.71,0.0049768,2.81063739,6.287227204
62.258,0.03,39.71,0.0074652,3.442313729,7.700249273
62.298,0.02,39.71,0.0049768,2.81063739,6.287227204
62.338,0.02,39.71,0.0049768,2.81063739,6.287227204
62.377,0.02,39.71,0.0049768,2.81063739,6.287227204
62.417,0.02,39.71,0.0049768,2.81063739,6.287227204
62.461,0.02,39.71,0.0049768,2.81063739,6.287227204
62.5,0.02,39.71,0.0049768,2.81063739,6.287227204
62.54,0.02,39.71,0.0049768,2.81063739,6.287227204
62.58,0.02,39.71,0.0049768,2.81063739,6.287227204
62.62,0.02,39.71,0.0049768,2.81063739,6.287227204
62.66,0.02,39.71,0.0049768,2.81063739,6.287227204
62.7,0.02,39.71,0.0049768,2.81063739,6.287227204
62.74,0.02,39.71,0.0049768,2.81063739,6.287227204
62.78,0.02,39.71,0.0049768,2.81063739,6.287227204
62.82,0.01,39.71,0.0024884,1.987420758,4.445740991
62.859,0.01,39.71,0.0024884,1.987420758,4.445740991
62.899,0.01,39.71,0.0024884,1.987420758,4.445740991
62.939,0.02,39.71,0.0049768,2.81063739,6.287227204
62.979,0.02,39.71,0.0049768,2.81063739,6.287227204
63.019,0.02,39.71,0.0049768,2.81063739,6.287227204
63.058,0.03,39.71,0.0074652,3.442313729,7.700249273
63.098,0.02,39.71,0.0049768,2.81063739,6.287227204
63.137,0.02,39.71,0.0049768,2.81063739,6.287227204
63.177,0.03,39.71,0.0074652,3.442313729,7.700249273
63.217,0.02,39.71,0.0049768,2.81063739,6.287227204
63.257,0.02,39.71,0.0049768,2.81063739,6.287227204
63.297,0.02,39.71,0.0049768,2.81063739,6.287227204
63.337,0.02,39.71,0.0049768,2.81063739,6.287227204
63.377,0.02,39.71,0.0049768,2.81063739,6.287227204
63.417,0.02,39.71,0.0049768,2.81063739,6.287227204
63.457,0.02,39.71,0.0049768,2.81063739,6.287227204
63.496,0.02,39.71,0.0049768,2.81063739,6.287227204
63.536,0.02,39.71,0.0049768,2.81063739,6.287227204
63.576,0.02,39.71,0.0049768,2.81063739,6.287227204
63.616,0.02,39.71,0.0049768,2.81063739,6.287227204
63.655,0.02,39.71,0.0049768,2.81063739,6.287227204
63.692,0.02,39.71,0.0049768,2.81063739,6.287227204
63.732,0.02,39.71,0.0049768,2.81063739,6.287227204
63.772,0.02,39.71,0.0049768,2.81063739,6.287227204
63.812,0.02,39.71,0.0049768,2.81063739,6.287227204
63.852,0.02,39.71,0.0049768,2.81063739,6.287227204
63.892,0.02,39.71,0.0049768,2.81063739,6.287227204
63.931,0.02,39.71,0.0049768,2.81063739,6.287227204
63.971,0.02,39.71,0.0049768,2.81063739,6.287227204
64.011,0.02,39.71,0.0049768,2.81063739,6.287227204
64.051,0.02,39.71,0.0049768,2.81063739,6.287227204
64.091,0.03,39.71,0.0074652,3.442313729,7.700249273
64.131,0.03,39.71,0.0074652,3.442313729,7.700249273
64.169,0.02,39.71,0.0049768,2.81063739,6.287227204
64.209,0.03,39.71,0.0074652,3.442313729,7.700249273
64.249,0.03,39.71,0.0074652,3.442313729,7.700249273
64.289,0.03,39.71,0.0074652,3.442313729,7.700249273
64.329,0.03,39.71,0.0074652,3.442313729,7.700249273
64.369,0.03,39.71,0.0074652,3.442313729,7.700249273
64.408,0.02,39.71,0.0049768,2.81063739,6.287227204
64.448,0.02,39.71,0.0049768,2.81063739,6.287227204
64.488,0.03,39.71,0.0074652,3.442313729,7.700249273
64.528,0.03,39.71,0.0074652,3.442313729,7.700249273
64.568,0.03,39.71,0.0074652,3.442313729,7.700249273
64.608,0.03,39.71,0.0074652,3.442313729,7.700249273
64.648,0.03,39.71,0.0074652,3.442313729,7.700249273
64.687,0.02,39.71,0.0049768,2.81063739,6.287227204
64.727,0.03,39.71,0.0074652,3.442313729,7.700249273
64.766,0.03,39.71,0.0074652,3.442313729,7.700249273
64.806,0.02,39.71,0.0049768,2.81063739,6.287227204
64.846,0.02,39.71,0.0049768,2.81063739,6.287227204
64.891,0.03,39.71,0.0074652,3.442313729,7.700249273
64.931,0.03,39.71,0.0074652,3.442313729,7.700249273
64.971,0.03,39.71,0.0074652,3.442313729,7.700249273
65.01,0.03,39.71,0.0074652,3.442313729,7.700249273
65.05,0.03,39.71,0.0074652,3.442313729,7.700249273
65.09,0.03,39.71,0.0074652,3.442313729,7.700249273
65.13,0.03,39.71,0.0074652,3.442313729,7.700249273
65.17,0.03,39.71,0.0074652,3.442313729,7.700249273
65.21,0.03,39.71,0.0074652,3.442313729,7.700249273
65.249,0.03,39.71,0.0074652,3.442313729,7.700249273
65.289,0.03,39.71,0.0074652,3.442313729,7.700249273
65.329,0.03,39.71,0.0074652,3.442313729,7.700249273
65.369,0.03,39.71,0.0074652,3.442313729,7.700249273
65.409,0.03,39.71,0.0074652,3.442313729,7.700249273
65.447,0.03,39.71,0.0074652,3.442313729,7.700249273
65.487,0.03,39.71,0.0074652,3.442313729,7.700249273
65.527,0.03,39.71,0.0074652,3.442313729,7.700249273
65.567,0.03,39.71,0.0074652,3.442313729,7.700249273
65.607,0.03,39.71,0.0074652,3.442313729,7.700249273
65.646,0.02,39.71,0.0049768,2.81063739,6.287227204
65.686,0.03,39.71,0.0074652,3.442313729,7.700249273
65.726,0.02,39.71,0.0049768,2.81063739,6.287227204
65.766,0.03,39.71,0.0074652,3.442313729,7.700249273
65.806,0.03,39.71,0.0074652,3.442313729,7.700249273
65.846,0.03,39.71,0.0074652,3.442313729,7.700249273
65.885,0.03,39.71,0.0074652,3.442313729,7.700249273
65.925,0.03,39.71,0.0074652,3.442313729,7.700249273
65.965,0.03,39.71,0.0074652,3.442313729,7.700249273
66.004,0.03,39.71,0.0074652,3.442313729,7.700249273
66.044,0.03,39.71,0.0074652,3.442313729,7.700249273
66.101,0.03,39.71,0.0074652,3.442313729,7.700249273
66.142,0.02,39.71,0.0049768,2.81063739,6.287227204
66.182,0.03,39.71,0.0074652,3.442313729,7.700249273
66.224,0.03,39.71,0.0074652,3.442313729,7.700249273
66.275,0.02,39.71,0.0049768,2.81063739,6.287227204
66.315,0.03,39.71,0.0074652,3.442313729,7.700249273
66.356,0.02,39.71,0.0049768,2.81063739,6.287227204
66.396,0.02,39.71,0.0049768,2.81063739,6.287227204
66.437,0.02,39.71,0.0049768,2.81063739,6.287227204
66.477,0.03,39.71,0.0074652,3.442313729,7.700249273
66.516,0.02,39.71,0.0049768,2.81063739,6.287227204
66.557,0.03,39.71,0.0074652,3.442313729,7.700249273
66.597,0.03,39.71,0.0074652,3.442313729,7.700249273
66.638,0.03,39.71,0.0074652,3.442313729,7.700249273
66.678,0.02,39.71,0.0049768,2.81063739,6.287227204
66.718,0.03,39.71,0.0074652,3.442313729,7.700249273
66.759,0.03,39.71,0.0074652,3.442313729,7.700249273
66.799,0.03,39.71,0.0074652,3.442313729,7.700249273
66.84,0.04,39.71,0.0099536,3.974841516,8.891481981
66.88,0.03,39.71,0.0074652,3.442313729,7.700249273
66.921,0.02,39.71,0.0049768,2.81063739,6.287227204
66.961,0.02,39.71,0.0049768,2.81063739,6.287227204
67.002,0.03,39.71,0.0074652,3.442313729,7.700249273
67.042,0.02,39.71,0.0049768,2.81063739,6.287227204
67.082,0.03,39.71,0.0074652,3.442313729,7.700249273
67.123,0.03,39.71,0.0074652,3.442313729,7.700249273
67.163,0.04,39.71,0.0099536,3.974841516,8.891481981
67.204,0.03,39.71,0.0074652,3.442313729,7.700249273
67.244,0.03,39.71,0.0074652,3.442313729,7.700249273
67.283,0.02,39.71,0.0049768,2.81063739,6.287227204
67.33,0.03,39.71,0.0074652,3.442313729,7.700249273
67.371,0.03,39.71,0.0074652,3.442313729,7.700249273
67.41,0.02,39.71,0.0049768,2.81063739,6.287227204
67.45,0.03,39.71,0.0074652,3.442313729,7.700249273
67.491,0.03,39.71,0.0074652,3.442313729,7.700249273
67.531,0.03,39.71,0.0074652,3.442313729,7.700249273
67.572,0.03,39.71,0.0074652,3.442313729,7.700249273
67.612,0.03,39.71,0.0074652,3.442313729,7.700249273
67.652,0.03,39.71,0.0074652,3.442313729,7.700249273
67.693,0.03,39.71,0.0074652,3.442313729,7.700249273
67.733,0.03,39.71,0.0074652,3.442313729,7.700249273
67.774,0.03,39.71,0.0074652,3.442313729,7.700249273
67.814,0.04,39.71,0.0099536,3.974841516,8.891481981
67.854,0.03,39.71,0.0074652,3.442313729,7.700249273
67.895,0.03,39.71,0.0074652,3.442313729,7.700249273
67.935,0.03,39.71,0.0074652,3.442313729,7.700249273
67.975,0.02,39.71,0.0049768,2.81063739,6.287227204
68.016,0.03,39.71,0.0074652,3.442313729,7.700249273
68.056,0.03,39.71,0.0074652,3.442313729,7.700249273
68.096,0.04,39.71,0.0099536,3.974841516,8.891481981
68.136,0.04,39.71,0.0099536,3.974841516,8.891481981
68.176,0.03,39.71,0.0074652,3.442313729,7.700249273
68.217,0.03,39.71,0.0074652,3.442313729,7.700249273
68.257,0.03,39.71,0.0074652,3.442313729,7.700249273
68.297,0.04,39.71,0.0099536,3.974841516,8.891481981
68.338,0.04,39.71,0.0099536,3.974841516,8.891481981
68.378,0.04,39.71,0.0099536,3.974841516,8.891481981
68.418,0.03,39.71,0.0074652,3.442313729,7.700249273
68.459,0.03,39.71,0.0074652,3.442313729,7.700249273
68.499,0.03,39.71,0.0074652,3.442313729,7.700249273
68.544,0.02,39.71,0.0049768,2.81063739,6.287227204
68.584,0.02,39.71,0.0049768,2.81063739,6.287227204
68.624,0.03,39.71,0.0074652,3.442313729,7.700249273
68.665,0.03,39.71,0.0074652,3.442313729,7.700249273
68.705,0.03,39.71,0.0074652,3.442313729,7.700249273
68.746,0.02,39.71,0.0049768,2.81063739,6.287227204
68.786,0.02,39.71,0.0049768,2.81063739,6.287227204
68.827,0.02,39.71,0.0049768,2.81063739,6.287227204
68.867,0.02,39.71,0.0049768,2.81063739,6.287227204
68.907,0.03,39.71,0.0074652,3.442313729,7.700249273
68.947,0.03,39.71,0.0074652,3.442313729,7.700249273
68.987,0.03,39.71,0.0074652,3.442313729,7.700249273
69.028,0.02,39.71,0.0049768,2.81063739,6.287227204
69.068,0.03,39.71,0.0074652,3.442313729,7.700249273
69.108,0.03,39.71,0.0074652,3.442313729,7.700249273
69.149,0.03,39.71,0.0074652,3.442313729,7.700249273
69.189,0.04,39.71,0.0099536,3.974841516,8.891481981
69.229,0.04,39.71,0.0099536,3.974841516,8.891481981
69.27,0.04,39.71,0.0099536,3.974841516,8.891481981
69.31,0.04,39.71,0.0099536,3.974841516,8.891481981
69.351,0.04,39.71,0.0099536,3.974841516,8.891481981
69.391,0.03,39.71,0.0074652,3.442313729,7.700249273
69.431,0.04,39.71,0.0099536,3.974841516,8.891481981
69.472,0.03,39.71,0.0074652,3.442313729,7.700249273
69.512,0.03,39.71,0.0074652,3.442313729,7.700249273
69.553,0.03,39.71,0.0074652,3.442313729,7.700249273
69.593,0.03,39.71,0.0074652,3.442313729,7.700249273
69.633,0.02,39.71,0.0049768,2.81063739,6.287227204
69.673,0.02,39.71,0.0049768,2.81063739,6.287227204
69.713,0.03,39.71,0.0074652,3.442313729,7.700249273
69.76,0.03,39.71,0.0074652,3.442313729,7.700249273
69.799,0.03,39.71,0.0074652,3.442313729,7.700249273
69.84,0.03,39.71,0.0074652,3.442313729,7.700249273
69.88,0.03,39.71,0.0074652,3.442313729,7.700249273
69.92,0.03,39.71,0.0074652,3.442313729,7.700249273
69.961,0.03,39.71,0.0074652,3.442313729,7.700249273
70.001,0.04,39.71,0.0099536,3.974841516,8.891481981
70.041,0.04,39.71,0.0099536,3.974841516,8.891481981
70.082,0.04,39.71,0.0099536,3.974841516,8.891481981
70.122,0.04,39.71,0.0099536,3.974841516,8.891481981
70.162,0.04,39.71,0.0099536,3.974841516,8.891481981
70.203,0.04,39.71,0.0099536,3.974841516,8.891481981
70.243,0.04,39.71,0.0099536,3.974841516,8.891481981
70.283,0.04,39.71,0.0099536,3.974841516,8.891481981
70.323,0.03,39.71,0.0074652,3.442313729,7.700249273
70.364,0.03,39.71,0.0074652,3.442313729,7.700249273
70.404,0.02,39.71,0.0049768,2.81063739,6.287227204
70.444,0.03,39.71,0.0074652,3.442313729,7.700249273
70.484,0.03,39.71,0.0074652,3.442313729,7.700249273
70.524,0.02,39.71,0.0049768,2.81063739,6.287227204
70.564,0.03,39.71,0.0074652,3.442313729,7.700249273
70.605,0.03,39.71,0.0074652,3.442313729,7.700249273
70.645,0.03,39.71,0.0074652,3.442313729,7.700249273
70.685,0.03,39.71,0.0074652,3.442313729,7.700249273
70.726,0.03,39.71,0.0074652,3.442313729,7.700249273
70.766,0.03,39.71,0.0074652,3.442313729,7.700249273
70.806,0.03,39.71,0.0074652,3.442313729,7.700249273
70.847,0.03,39.71,0.0074652,3.442313729,7.700249273
70.887,0.03,39.71,0.0074652,3.442313729,7.700249273
70.927,0.02,39.71,0.0049768,2.81063739,6.287227204
70.972,0.02,39.71,0.0049768,2.81063739,6.287227204
71.012,0.02,39.71,0.0049768,2.81063739,6.287227204
71.053,0.02,39.71,0.0049768,2.81063739,6.287227204
71.093,0.01,39.71,0.0024884,1.987420758,4.445740991
71.134,0.01,39.71,0.0024884,1.987420758,4.445740991
71.174,0.01,39.71,0.0024884,1.987420758,4.445740991
71.214,0.01,39.71,0.0024884,1.987420758,4.445740991
71.255,0.02,39.71,0.0049768,2.81063739,6.287227204
71.294,0.02,39.71,0.0049768,2.81063739,6.287227204
71.335,0.01,39.71,0.0024884,1.987420758,4.445740991
71.387,0.01,39.71,0.0024884,1.987420758,4.445740991
71.428,0.01,39.71,0.0024884,1.987420758,4.445740991
71.468,0.01,39.71,0.0024884,1.987420758,4.445740991
71.508,0.02,39.71,0.0049768,2.81063739,6.287227204
71.548,0.03,39.71,0.0074652,3.442313729,7.700249273
71.589,0.02,39.71,0.0049768,2.81063739,6.287227204
71.629,0.02,39.71,0.0049768,2.81063739,6.287227204
71.67,0.03,39.71,0.0074652,3.442313729,7.700249273
71.71,0.03,39.71,0.0074652,3.442313729,7.700249273
71.751,0.04,39.71,0.0099536,3.974841516,8.891481981
71.791,0.03,39.71,0.0074652,3.442313729,7.700249273
71.831,0.02,39.71,0.0049768,2.81063739,6.287227204
71.872,0.02,39.71,0.0049768,2.81063739,6.287227204
71.912,0.03,39.71,0.0074652,3.442313729,7.700249273
71.953,0.03,39.71,0.0074652,3.442313729,7.700249273
71.993,0.04,39.71,0.0099536,3.974841516,8.891481981
72.034,0.03,39.71,0.0074652,3.442313729,7.700249273
72.074,0.02,39.71,0.0049768,2.81063739,6.287227204
72.114,0.02,39.71,0.0049768,2.81063739,6.287227204
72.155,0.02,39.71,0.0049768,2.81063739,6.287227204
72.201,0.02,39.71,0.0049768,2.81063739,6.287227204
72.241,0.03,39.71,0.0074652,3.442313729,7.700249273
72.281,0.03,39.71,0.0074652,3.442313729,7.700249273
72.322,0.02,39.71,0.0049768,2.81063739,6.287227204
72.361,0.02,39.71,0.0049768,2.81063739,6.287227204
72.402,0.02,39.71,0.0049768,2.81063739,6.287227204
72.442,0.03,39.71,0.0074652,3.442313729,7.700249273
72.482,0.03,39.71,0.0074652,3.442313729,7.700249273
72.523,0.03,39.71,0.0074652,3.442313729,7.700249273
72.563,0.03,39.71,0.0074652,3.442313729,7.700249273
72.603,0.03,39.71,0.0074652,3.442313729,7.700249273
72.644,0.03,39.71,0.0074652,3.442313729,7.700249273
72.684,0.03,39.71,0.0074652,3.442313729,7.700249273
72.724,0.03,39.71,0.0074652,3.442313729,7.700249273
72.765,0.03,39.71,0.0074652,3.442313729,7.700249273
72.805,0.03,39.71,0.0074652,3.442313729,7.700249273
72.845,0.04,39.71,0.0099536,3.974841516,8.891481981
72.886,0.04,39.71,0.0099536,3.974841516,8.891481981
72.926,0.03,39.71,0.0074652,3.442313729,7.700249273
72.966,0.03,39.71,0.0074652,3.442313729,7.700249273
73.007,0.03,39.71,0.0074652,3.442313729,7.700249273
73.047,0.02,39.71,0.0049768,2.81063739,6.287227204
73.086,0.02,39.71,0.0049768,2.81063739,6.287227204
73.127,0.03,39.71,0.0074652,3.442313729,7.700249273
73.167,0.02,39.71,0.0049768,2.81063739,6.287227204
73.207,0.01,39.71,0.0024884,1.987420758,4.445740991
73.248,0.02,39.71,0.0049768,2.81063739,6.287227204
73.288,0.02,39.71,0.0049768,2.81063739,6.287227204
73.329,0.02,39.71,0.0049768,2.81063739,6.287227204
73.369,0.02,39.71,0.0049768,2.81063739,6.287227204
73.414,0.02,39.71,0.0049768,2.81063739,6.287227204
73.454,0.02,39.71,0.0049768,2.81063739,6.287227204
73.494,0.03,39.71,0.0074652,3.442313729,7.700249273
73.535,0.02,39.71,0.0049768,2.81063739,6.287227204
73.575,0.03,39.71,0.0074652,3.442313729,7.700249273
73.616,0.03,39.71,0.0074652,3.442313729,7.700249273
73.656,0.04,39.71,0.0099536,3.974841516,8.891481981
73.696,0.03,39.71,0.0074652,3.442313729,7.700249273
73.737,0.03,39.71,0.0074652,3.442313729,7.700249273
73.777,0.03,39.71,0.0074652,3.442313729,7.700249273
73.818,0.03,39.71,0.0074652,3.442313729,7.700249273
73.858,0.03,39.71,0.0074652,3.442313729,7.700249273
73.897,0.03,39.71,0.0074652,3.442313729,7.700249273
73.938,0.02,39.71,0.0049768,2.81063739,6.287227204
73.978,0.02,39.71,0.0049768,2.81063739,6.287227204
74.018,0.03,39.71,0.0074652,3.442313729,7.700249273
74.059,0.03,39.71,0.0074652,3.442313729,7.700249273
74.099,0.02,39.71,0.0049768,2.81063739,6.287227204
74.14,0.03,39.71,0.0074652,3.442313729,7.700249273
74.18,0.03,39.71,0.0074652,3.442313729,7.700249273
74.22,0.02,39.71,0.0049768,2.81063739,6.287227204
74.261,0.02,39.71,0.0049768,2.81063739,6.287227204
74.301,0.04,39.71,0.0099536,3.974841516,8.891481981
74.341,0.04,39.71,0.0099536,3.974841516,8.891481981
74.382,0.03,39.71,0.0074652,3.442313729,7.700249273
74.422,0.02,39.71,0.0049768,2.81063739,6.287227204
74.462,0.01,39.71,0.0024884,1.987420758,4.445740991
74.503,0.04,39.71,0.0099536,3.974841516,8.891481981
74.543,0.02,39.71,0.0049768,2.81063739,6.287227204
74.583,0.03,39.71,0.0074652,3.442313729,7.700249273
74.624,0.04,39.71,0.0099536,3.974841516,8.891481981
74.67,0.05,39.71,0.012442,4.444007915,9.940979066
74.71,0.02,39.71,0.0049768,2.81063739,6.287227204
74.749,0.02,39.71,0.0049768,2.81063739,6.287227204
74.79,0,39.71,0,0,0
74.83,0.02,39.71,0.0049768,2.81063739,6.287227204
74.87,0,39.71,0,0,0
74.911,0.01,39.71,0.0024884,1.987420758,4.445740991
74.951,0.02,39.71,0.0049768,2.81063739,6.287227204
74.991,0.03,39.71,0.0074652,3.442313729,7.700249273
75.031,0.04,39.71,0.0099536,3.974841516,8.891481981
75.072,0.05,39.71,0.012442,4.444007915,9.940979066
75.112,0.03,39.71,0.0074652,3.442313729,7.700249273
75.152,0.04,39.71,0.0099536,3.974841516,8.891481981
75.193,0.03,39.71,0.0074652,3.442313729,7.700249273
75.233,0.04,39.71,0.0099536,3.974841516,8.891481981
75.273,0.03,39.71,0.0074652,3.442313729,7.700249273
75.314,0.03,39.71,0.0074652,3.442313729,7.700249273
75.354,0.04,39.71,0.0099536,3.974841516,8.891481981
75.394,0.05,39.71,0.012442,4.444007915,9.940979066
75.435,0.02,39.71,0.0049768,2.81063739,6.287227204
75.474,0,39.71,0,0,0
75.514,0.01,39.71,0.0024884,1.987420758,4.445740991
75.555,0.04,39.71,0.0099536,3.974841516,8.891481981
75.595,0.03,39.71,0.0074652,3.442313729,7.700249273
75.635,0.03,39.71,0.0074652,3.442313729,7.700249273
75.676,0.01,39.71,0.0024884,1.987420758,4.445740991
75.716,0.03,39.71,0.0074652,3.442313729,7.700249273
75.756,0.03,39.71,0.0074652,3.442313729,7.700249273
75.797,0.02,39.71,0.0049768,2.81063739,6.287227204
75.837,0.01,39.71,0.0024884,1.987420758,4.445740991
75.894,0.01,39.71,0.0024884,1.987420758,4.445740991
75.935,0.02,39.71,0.0049768,2.81063739,6.287227204
75.975,0.01,39.71,0.0024884,1.987420758,4.445740991
76.016,0.02,39.71,0.0049768,2.81063739,6.287227204
76.056,0.01,39.71,0.0024884,1.987420758,4.445740991
76.096,0.01,39.71,0.0024884,1.987420758,4.445740991
76.137,0.01,39.71,0.0024884,1.987420758,4.445740991
76.177,0.01,39.71,0.0024884,1.987420758,4.445740991
76.218,0.01,39.71,0.0024884,1.987420758,4.445740991
76.258,0.01,39.71,0.0024884,1.987420758,4.445740991
76.298,0.01,39.71,0.0024884,1.987420758,4.445740991
76.339,0.01,39.71,0.0024884,1.987420758,4.445740991
76.379,0,39.71,0,0,0
76.421,0.01,39.71,0.0024884,1.987420758,4.445740991
76.472,0.01,39.71,0.0024884,1.987420758,4.445740991
76.512,0.03,39.71,0.0074652,3.442313729,7.700249273
76.553,0.01,39.71,0.0024884,1.987420758,4.445740991
